120	1	1	168	23.46
120	10	10	136	23.46
160	8	8	168	23.45
64	2	2	152	23.43
32	1	1	72	23.41
16	1	1	232	23.41
152	8	8	184	23.38
128	10	10	152	23.36
112	6	6	120	23.36
8	4	4	40	23.35
96	1	1	152	23.33
8	6	6	216	23.33
152	10	10	152	23.33
104	4	4	104	23.33
128	1	1	200	23.31
144	1	1	200	23.26
120	6	6	136	23.24
80	8	8	88	23.22
136	1	1	216	23.16
8	6	6	136	23.10
24	4	4	232	23.10
120	8	8	136	23.09
120	1	1	120	23.07
24	1	1	56	23.05
56	2	2	104	23.04
112	1	1	168	23.04
120	10	10	152	23.00
80	10	10	88	22.99
120	1	1	152	22.99
64	2	2	232	22.98
112	1	1	200	22.98
16	1	1	104	22.96
80	2	2	120	22.95
48	2	2	72	22.95
40	2	2	40	22.95
136	6	6	136	22.95
8	6	6	200	22.94
112	6	6	152	22.91
144	1	1	152	22.89
24	4	4	184	22.84
136	2	2	184	22.82
152	1	1	152	22.80
72	2	2	104	22.79
88	6	6	88	22.77
112	1	1	152	22.77
128	6	6	152	22.75
136	1	1	200	22.69
88	10	10	88	22.64
136	1	1	136	22.64
72	2	2	152	22.63
16	4	4	40	22.63
88	8	8	104	22.61
8	6	6	152	22.60
16	1	1	184	22.59
56	2	2	72	22.58
64	2	2	120	22.57
128	6	6	136	22.57
112	10	10	136	22.57
104	8	8	120	22.51
8	4	4	72	22.47
144	10	10	152	22.45
80	2	2	104	22.40
96	10	10	120	22.37
104	4	4	152	22.37
104	8	8	104	22.34
24	4	4	72	22.31
72	2	2	120	22.29
104	10	10	120	22.29
80	2	2	216	22.27
136	8	8	152	22.24
64	2	2	88	22.23
160	4	4	184	22.22
160	4	4	200	22.20
8	6	6	72	22.19
136	2	2	136	22.14
32	4	4	56	22.10
152	2	2	200	22.03
24	4	4	216	22.02
8	6	6	40	22.01
16	1	1	136	22.01
96	4	4	104	21.99
72	2	2	72	21.99
40	2	2	56	21.99
72	2	2	232	21.96
80	10	10	104	21.95
16	6	6	24	21.95
96	6	6	104	21.90
104	10	10	136	21.90
56	2	2	136	21.89
96	6	6	120	21.88
72	2	2	200	21.84
136	6	6	184	21.82
8	6	6	56	21.78
80	6	6	88	21.78
64	2	2	136	21.78
120	4	4	120	21.78
8	6	6	168	21.76
128	1	1	136	21.76
80	2	2	232	21.73
96	2	2	216	21.72
144	2	2	216	21.72
8	4	4	88	21.70
160	10	10	168	21.69
136	2	2	152	21.69
72	2	2	216	21.63
136	4	4	184	21.63
24	2	2	40	21.59
80	8	8	104	21.58
24	4	4	200	21.56
80	6	6	104	21.55
56	2	2	56	21.53
24	4	4	24	21.51
8	6	6	88	21.50
136	10	10	168	21.46
104	2	2	216	21.46
64	2	2	104	21.45
128	2	2	136	21.43
80	2	2	200	21.42
72	10	10	88	21.39
160	2	2	216	21.39
152	6	6	152	21.39
8	2	2	136	21.37
24	4	4	168	21.37
128	4	4	168	21.35
48	2	2	56	21.34
24	4	4	152	21.34
160	2	2	200	21.34
32	10	10	40	21.33
40	1	1	72	21.32
8	2	2	104	21.28
120	6	6	152	21.28
160	10	10	200	21.25
144	2	2	168	21.25
152	2	2	216	21.23
136	6	6	152	21.23
144	10	10	168	21.22
8	8	8	72	21.18
72	8	8	88	21.18
96	4	4	152	21.16
24	4	4	88	21.16
160	4	4	168	21.16
24	1	1	72	21.14
104	6	6	120	21.12
136	4	4	168	21.11
128	2	2	184	21.11
128	2	2	168	21.10
8	8	8	216	21.08
112	6	6	200	21.07
128	8	8	168	21.04
8	8	8	104	21.01
80	2	2	136	21.00
128	2	2	200	21.00
104	6	6	152	21.00
144	2	2	200	20.99
88	2	2	184	20.97
104	6	6	168	20.95
144	6	6	152	20.94
80	10	10	120	20.90
64	8	8	72	20.90
128	6	6	184	20.89
120	2	2	184	20.86
96	2	2	104	20.85
160	8	8	184	20.84
8	8	8	200	20.82
144	6	6	184	20.80
144	4	4	200	20.80
72	10	10	104	20.79
104	8	8	152	20.75
96	10	10	136	20.74
32	4	4	184	20.74
120	2	2	200	20.74
88	2	2	88	20.73
152	8	8	168	20.73
8	8	8	232	20.69
80	2	2	88	20.69
136	2	2	200	20.69
104	2	2	104	20.69
8	2	2	216	20.68
32	4	4	216	20.62
144	2	2	184	20.62
88	10	10	120	20.61
160	6	6	184	20.61
16	1	1	200	20.60
152	4	4	200	20.60
112	4	4	152	20.60
112	2	2	216	20.60
8	2	2	56	20.56
56	10	10	56	20.56
16	1	1	216	20.56
128	4	4	152	20.56
136	2	2	168	20.53
128	4	4	184	20.53
56	10	10	72	20.52
104	2	2	200	20.48
88	2	2	120	20.46
112	2	2	200	20.46
152	2	2	168	20.45
8	2	2	152	20.41
160	10	10	184	20.41
96	6	6	136	20.39
104	8	8	136	20.39
112	6	6	136	20.37
8	6	6	120	20.36
72	2	2	184	20.33
152	6	6	168	20.33
120	2	2	136	20.33
144	2	2	152	20.30
120	6	6	168	20.29
8	2	2	184	20.28
64	2	2	72	20.28
8	2	2	232	20.27
144	4	4	168	20.27
88	2	2	200	20.25
72	10	10	120	20.25
144	8	8	152	20.25
32	4	4	232	20.22
24	10	10	24	20.22
72	2	2	136	20.21
8	8	8	40	20.20
16	1	1	56	20.20
16	1	1	168	20.20
8	2	2	168	20.19
32	4	4	168	20.19
152	4	4	168	20.18
96	2	2	200	20.17
72	6	6	104	20.16
144	8	8	200	20.16
24	4	4	136	20.15
16	10	10	24	20.15
152	2	2	184	20.15
144	4	4	152	20.15
112	4	4	200	20.15
16	6	6	184	20.14
8	2	2	120	20.12
80	6	6	120	20.12
72	2	2	168	20.11
88	4	4	104	20.10
136	8	8	168	20.10
136	6	6	200	20.10
8	8	8	168	20.09
120	4	4	200	20.09
32	4	4	200	20.08
136	10	10	184	20.07
24	4	4	104	20.05
136	8	8	200	20.04
152	4	4	216	20.01
88	2	2	136	19.97
128	2	2	216	19.96
120	4	4	184	19.96
112	2	2	184	19.95
112	4	4	120	19.94
104	4	4	136	19.94
144	8	8	168	19.93
88	2	2	104	19.91
96	2	2	152	19.88
128	4	4	200	19.88
88	6	6	120	19.86
104	6	6	136	19.86
120	8	8	152	19.85
72	6	6	72	19.83
40	4	4	72	19.82
128	10	10	184	19.82
112	4	4	168	19.82
80	2	2	184	19.81
8	4	4	24	19.80
88	6	6	136	19.79
88	2	2	152	19.78
88	2	2	168	19.77
112	2	2	136	19.73
16	6	6	200	19.68
136	4	4	216	19.68
8	8	8	184	19.67
16	1	1	88	19.67
136	4	4	200	19.66
120	2	2	168	19.66
80	4	4	200	19.63
144	4	4	184	19.63
104	4	4	168	19.62
8	10	10	24	19.60
64	6	6	136	19.59
112	4	4	136	19.59
80	4	4	216	19.58
80	4	4	152	19.57
152	6	6	200	19.56
88	2	2	216	19.55
32	4	4	152	19.48
8	8	8	120	19.47
120	2	2	152	19.47
32	4	4	136	19.46
16	6	6	40	19.45
88	8	8	120	19.44
64	6	6	72	19.44
24	4	4	40	19.43
16	1	1	152	19.42
112	10	10	184	19.41
8	8	8	24	19.39
48	4	4	56	19.39
32	4	4	104	19.37
144	6	6	216	19.37
120	4	4	152	19.36
96	6	6	168	19.35
88	4	4	136	19.34
104	2	2	152	19.34
80	2	2	152	19.30
112	4	4	216	19.30
80	4	4	168	19.29
72	4	4	104	19.29
40	8	8	40	19.29
96	4	4	216	19.26
128	4	4	216	19.25
112	2	2	152	19.25
152	8	8	200	19.24
88	10	10	136	19.23
88	4	4	88	19.22
120	2	2	120	19.22
112	6	6	184	19.22
120	6	6	184	19.20
112	2	2	168	19.19
56	8	8	72	19.16
8	2	2	200	19.15
72	6	6	152	19.14
104	4	4	120	19.13
80	4	4	120	19.12
16	6	6	232	19.11
80	4	4	104	19.10
120	10	10	184	19.10
72	6	6	136	19.07
72	4	4	168	19.07
16	6	6	56	19.07
120	2	2	216	19.04
80	10	10	136	19.03
160	4	4	216	19.03
152	6	6	184	19.00
120	4	4	168	19.00
8	8	8	152	18.98
112	8	8	152	18.98
96	2	2	184	18.97
80	4	4	184	18.97
136	10	10	200	18.97
112	8	8	184	18.95
112	6	6	168	18.94
96	4	4	168	18.92
80	2	2	168	18.92
72	2	2	88	18.92
16	1	1	120	18.92
144	6	6	200	18.92
144	4	4	216	18.92
104	4	4	200	18.92
152	10	10	200	18.91
88	4	4	168	18.88
160	10	10	216	18.87
24	2	2	24	18.86
104	4	4	184	18.85
96	6	6	152	18.84
104	10	10	152	18.82
64	6	6	120	18.81
40	1	1	40	18.81
144	8	8	184	18.81
136	6	6	168	18.81
8	2	2	88	18.80
64	8	8	104	18.75
72	4	4	72	18.72
96	4	4	120	18.70
16	6	6	216	18.70
32	4	4	120	18.68
80	4	4	232	18.67
64	8	8	88	18.67
72	4	4	200	18.66
16	6	6	168	18.65
96	2	2	136	18.64
88	4	4	216	18.62
16	6	6	136	18.62
96	2	2	120	18.60
8	8	8	136	18.60
64	4	4	152	18.59
56	6	6	56	18.59
136	6	6	216	18.59
120	4	4	216	18.59
96	4	4	200	18.51
16	6	6	120	18.49
152	6	6	216	18.47
136	2	2	216	18.47
80	4	4	136	18.45
8	10	10	200	18.44
32	1	1	40	18.43
8	10	10	232	18.41
64	4	4	216	18.39
8	10	10	40	18.38
40	4	4	232	18.35
40	4	4	104	18.35
104	2	2	168	18.35
48	10	10	72	18.33
128	2	2	152	18.33
72	6	6	120	18.32
16	6	6	152	18.32
160	8	8	216	18.32
88	4	4	184	18.27
104	4	4	216	18.27
152	4	4	184	18.26
104	2	2	184	18.26
88	4	4	120	18.24
112	10	10	168	18.23
152	10	10	216	18.22
96	4	4	136	18.20
96	2	2	168	18.20
40	4	4	56	18.20
112	4	4	184	18.20
104	8	8	168	18.20
8	10	10	184	18.19
40	4	4	40	18.18
40	4	4	88	18.17
24	4	4	120	18.17
88	4	4	152	18.16
72	8	8	120	18.16
96	6	6	216	18.14
80	8	8	136	18.14
24	6	6	24	18.14
144	10	10	216	18.14
72	4	4	216	18.11
64	10	10	88	18.11
40	10	10	56	18.11
120	8	8	184	18.11
72	4	4	88	18.10
96	10	10	152	18.09
80	8	8	120	18.09
88	6	6	168	18.08
8	10	10	152	18.07
48	8	8	56	18.06
96	8	8	152	18.01
128	6	6	200	17.98
88	10	10	152	17.96
48	8	8	72	17.96
88	4	4	200	17.95
112	2	2	120	17.94
8	8	8	88	17.93
72	8	8	104	17.93
72	4	4	184	17.93
80	4	4	88	17.91
144	6	6	168	17.91
128	8	8	184	17.89
64	4	4	168	17.82
56	6	6	184	17.77
32	6	6	40	17.77
24	4	4	56	17.77
16	6	6	72	17.76
88	8	8	136	17.75
64	4	4	232	17.69
56	4	4	104	17.69
64	4	4	200	17.66
72	4	4	152	17.65
64	6	6	216	17.63
40	4	4	136	17.63
104	1	1	104	17.62
64	8	8	136	17.61
32	8	8	40	17.61
136	8	8	184	17.59
88	6	6	152	17.58
120	10	10	200	17.57
64	6	6	88	17.56
104	8	8	184	17.56
56	6	6	88	17.54
112	10	10	200	17.54
64	4	4	104	17.52
104	2	2	120	17.50
64	4	4	88	17.49
16	10	10	40	17.48
104	10	10	184	17.48
16	1	1	40	17.47
128	6	6	216	17.46
40	10	10	40	17.45
32	4	4	88	17.45
16	6	6	104	17.45
72	6	6	168	17.44
128	6	6	168	17.44
72	4	4	136	17.43
8	10	10	216	17.40
64	10	10	104	17.38
16	8	8	24	17.36
8	10	10	56	17.32
88	8	8	152	17.31
72	6	6	216	17.30
8	10	10	168	17.28
128	8	8	200	17.25
56	4	4	184	17.22
48	4	4	72	17.22
104	2	2	136	17.22
24	8	8	24	17.21
104	6	6	216	17.20
120	8	8	200	17.17
64	6	6	104	17.15
64	4	4	120	17.15
56	4	4	168	17.15
160	6	6	216	17.15
96	4	4	184	17.14
56	4	4	152	17.14
72	8	8	136	17.12
56	6	6	168	17.12
8	6	6	24	17.10
48	4	4	216	17.08
40	4	4	184	17.08
80	6	6	200	17.06
64	4	4	72	17.06
88	6	6	200	17.05
80	6	6	168	17.05
24	6	6	40	17.04
32	4	4	72	17.00
16	6	6	88	16.97
8	8	8	56	16.96
80	6	6	216	16.95
56	6	6	136	16.95
128	10	10	216	16.92
72	4	4	232	16.91
40	4	4	200	16.90
72	6	6	184	16.89
56	4	4	136	16.83
56	8	8	120	16.82
56	6	6	120	16.81
40	4	4	152	16.80
72	8	8	168	16.79
64	4	4	184	16.76
56	6	6	232	16.76
56	4	4	72	16.75
64	6	6	200	16.74
96	10	10	200	16.73
56	6	6	152	16.73
24	6	6	216	16.73
16	8	8	40	16.72
48	8	8	88	16.70
120	6	6	216	16.69
8	10	10	136	16.64
64	6	6	168	16.62
16	1	1	72	16.62
40	4	4	216	16.61
120	8	8	216	16.60
96	6	6	200	16.58
96	6	6	184	16.58
48	6	6	56	16.58
56	4	4	56	16.56
24	6	6	72	16.56
48	4	4	104	16.53
88	10	10	168	16.52
88	6	6	184	16.51
8	10	10	72	16.48
8	10	10	120	16.47
56	8	8	88	16.47
72	6	6	200	16.45
56	4	4	216	16.43
48	8	8	104	16.42
48	6	6	232	16.37
56	8	8	136	16.35
56	6	6	216	16.35
88	6	6	216	16.32
48	4	4	232	16.32
40	6	6	56	16.31
56	4	4	200	16.30
120	10	10	216	16.29
48	4	4	184	16.27
96	1	1	104	16.26
56	10	10	88	16.25
8	2	2	40	16.24
48	4	4	88	16.24
104	6	6	200	16.24
80	8	8	184	16.23
112	8	8	200	16.21
104	8	8	200	16.21
48	6	6	200	16.20
80	8	8	168	16.19
48	10	10	104	16.19
104	6	6	184	16.16
64	8	8	120	16.11
24	6	6	152	16.11
72	4	4	120	16.10
72	10	10	168	16.09
80	8	8	152	16.07
56	4	4	232	16.05
48	6	6	184	16.04
56	6	6	104	16.01
88	8	8	200	16.00
56	10	10	104	16.00
64	6	6	152	15.96
80	6	6	184	15.95
48	6	6	72	15.94
48	8	8	152	15.91
56	4	4	88	15.89
48	8	8	120	15.86
16	8	8	56	15.86
40	6	6	72	15.82
88	10	10	184	15.81
72	10	10	136	15.81
96	10	10	184	15.78
16	8	8	216	15.78
88	8	8	168	15.77
40	4	4	168	15.77
112	6	6	216	15.76
48	6	6	88	15.75
48	4	4	152	15.74
40	4	4	120	15.74
48	6	6	216	15.73
24	6	6	168	15.73
64	6	6	184	15.72
8	10	10	104	15.68
56	8	8	168	15.65
56	6	6	200	15.64
56	8	8	184	15.61
48	4	4	136	15.60
128	8	8	216	15.55
64	8	8	200	15.54
40	8	8	56	15.53
136	8	8	216	15.50
96	10	10	168	15.48
48	6	6	152	15.48
80	10	10	152	15.46
64	6	6	232	15.46
72	6	6	232	15.41
96	8	8	216	15.39
48	8	8	136	15.39
32	10	10	56	15.38
56	8	8	200	15.36
64	8	8	168	15.34
64	8	8	152	15.33
16	1	1	24	15.31
24	6	6	56	15.30
40	10	10	88	15.27
48	10	10	120	15.25
24	6	6	136	15.25
40	10	10	72	15.24
16	8	8	232	15.24
8	2	2	72	15.23
80	10	10	184	15.21
96	8	8	184	15.15
24	6	6	232	15.15
64	10	10	120	15.10
24	6	6	184	15.08
24	6	6	120	15.06
48	6	6	168	15.05
32	6	6	72	15.05
80	1	1	88	15.01
48	4	4	200	15.01
16	4	4	24	15.00
48	6	6	136	14.99
16	2	2	24	14.98
48	8	8	184	14.93
48	4	4	120	14.92
40	10	10	152	14.90
8	10	10	88	14.89
80	8	8	216	14.87
88	8	8	184	14.86
72	10	10	152	14.86
104	10	10	216	14.82
64	8	8	184	14.81
24	6	6	104	14.81
48	10	10	88	14.80
48	6	6	104	14.70
80	10	10	168	14.68
48	6	6	120	14.68
32	6	6	120	14.67
72	10	10	200	14.65
32	6	6	232	14.63
112	8	8	216	14.63
56	10	10	120	14.62
24	6	6	200	14.61
48	4	4	168	14.60
56	8	8	152	14.59
40	8	8	152	14.58
96	8	8	200	14.51
24	6	6	88	14.47
56	8	8	216	14.46
64	10	10	136	14.44
32	8	8	56	14.44
48	8	8	216	14.41
40	10	10	136	14.40
16	8	8	120	14.35
40	8	8	120	14.34
48	8	8	232	14.31
16	8	8	152	14.30
16	8	8	184	14.29
72	10	10	184	14.28
56	4	4	120	14.25
32	6	6	88	14.25
56	10	10	152	14.24
16	8	8	200	14.24
72	8	8	184	14.23
64	8	8	232	14.21
72	8	8	232	14.19
72	8	8	152	14.19
32	8	8	104	14.17
40	8	8	88	14.16
16	8	8	168	14.16
56	8	8	232	14.15
24	1	1	40	14.15
40	10	10	120	14.14
24	10	10	40	14.13
88	10	10	200	14.08
48	8	8	200	14.05
72	10	10	232	14.04
32	6	6	104	14.04
40	8	8	168	14.03
8	1	1	136	14.01
64	10	10	184	14.01
104	10	10	200	14.00
56	10	10	168	13.98
64	10	10	152	13.96
48	10	10	136	13.94
40	10	10	104	13.92
104	8	8	216	13.92
40	6	6	104	13.81
24	8	8	40	13.79
8	1	1	232	13.78
64	10	10	168	13.76
32	6	6	136	13.75
40	6	6	88	13.74
40	8	8	232	13.73
32	10	10	72	13.73
40	8	8	216	13.65
32	6	6	152	13.63
40	6	6	136	13.62
8	2	2	24	13.61
8	1	1	184	13.61
72	8	8	200	13.61
56	10	10	136	13.61
48	10	10	184	13.60
8	1	1	216	13.57
40	8	8	184	13.57
8	1	1	104	13.53
72	8	8	216	13.48
64	10	10	232	13.48
32	6	6	216	13.48
8	1	1	72	13.45
48	10	10	152	13.36
8	1	1	200	13.35
80	8	8	200	13.35
40	10	10	184	13.32
40	6	6	40	13.31
64	8	8	216	13.30
32	8	8	72	13.30
56	10	10	232	13.20
64	10	10	200	13.19
16	10	10	56	13.17
16	8	8	72	13.15
8	1	1	56	13.14
88	1	1	88	13.13
40	6	6	152	13.13
32	8	8	88	13.12
40	8	8	200	13.09
40	6	6	184	13.09
32	6	6	168	13.07
16	8	8	88	13.05
88	10	10	216	13.03
16	8	8	136	13.02
40	10	10	168	12.96
40	6	6	168	12.95
40	6	6	232	12.92
24	10	10	56	12.92
8	1	1	88	12.88
8	1	1	168	12.88
24	8	8	56	12.83
40	10	10	200	12.73
16	10	10	72	12.72
40	8	8	136	12.71
32	6	6	184	12.71
24	10	10	72	12.70
24	8	8	72	12.69
16	10	10	232	12.67
8	1	1	120	12.63
40	8	8	104	12.61
56	10	10	216	12.59
32	6	6	200	12.59
40	6	6	200	12.54
40	10	10	232	12.53
40	6	6	120	12.47
32	10	10	104	12.43
48	10	10	200	12.39
32	8	8	136	12.39
40	6	6	216	12.38
40	10	10	216	12.34
16	8	8	104	12.33
48	10	10	232	12.22
16	10	10	184	12.20
56	10	10	184	12.16
16	10	10	88	12.11
80	10	10	216	12.04
32	10	10	136	12.04
56	10	10	200	12.01
64	10	10	216	11.95
32	10	10	184	11.94
8	1	1	152	11.92
16	10	10	200	11.92
8	1	1	24	11.91
16	10	10	104	11.87
8	1	1	40	11.86
16	10	10	136	11.83
32	10	10	88	11.80
32	10	10	232	11.75
16	10	10	216	11.68
24	8	8	88	11.65
32	8	8	120	11.60
32	10	10	216	11.60
32	8	8	200	11.59
32	10	10	120	11.43
8	8	8	8	11.42
24	8	8	136	11.40
32	10	10	168	11.39
24	8	8	120	11.39
24	8	8	152	11.36
32	8	8	168	11.35
24	10	10	88	11.31
32	10	10	152	11.28
16	10	10	152	11.28
32	8	8	152	11.27
24	8	8	168	11.27
32	10	10	200	11.26
16	10	10	120	11.25
24	1	1	24	11.21
32	8	8	232	11.18
24	8	8	216	11.18
24	10	10	104	11.13
32	8	8	184	11.00
24	10	10	136	10.73
16	10	10	168	10.70
32	8	8	216	10.64
24	8	8	232	10.50
24	8	8	200	10.49
24	10	10	120	10.46
24	8	8	184	10.08
24	10	10	152	10.07
72	1	1	72	9.81
24	10	10	168	9.72
24	10	10	184	9.60
24	10	10	232	9.49
24	10	10	216	9.43
24	10	10	200	9.17
8	10	10	8	9.16
8	4	4	8	8.83
8	6	6	8	7.55
8	2	2	8	7.54
8	1	1	8	6.04
1	8	8	8	5.20
1	1	1	8	5.19
1	6	6	8	5.17
1	2	2	8	5.16
1	4	4	8	5.14
1	10	10	8	5.14
1	1	1	72	5.04
1	8	8	104	5.03
1	2	2	24	4.99
1	4	4	72	4.98
1	6	6	104	4.97
1	10	10	104	4.97
1	1	1	24	4.96
1	2	2	72	4.92
1	8	8	56	4.91
1	4	4	232	4.89
1	4	4	104	4.89
1	1	1	120	4.89
1	1	1	104	4.89
1	10	10	232	4.89
1	2	2	184	4.87
1	10	10	72	4.87
1	2	2	216	4.86
1	1	1	184	4.86
1	6	6	72	4.85
1	2	2	104	4.85
1	8	8	72	4.84
1	8	8	216	4.84
1	6	6	56	4.84
1	4	4	152	4.84
1	8	8	24	4.83
1	6	6	24	4.83
1	4	4	88	4.83
1	10	10	24	4.83
1	10	10	184	4.83
1	6	6	232	4.82
1	4	4	56	4.82
1	6	6	88	4.81
1	6	6	152	4.81
1	6	6	136	4.81
1	4	4	24	4.81
1	2	2	200	4.81
1	2	2	120	4.81
1	8	8	232	4.80
1	6	6	184	4.80
1	4	4	184	4.80
1	4	4	168	4.80
1	2	2	152	4.80
1	1	1	56	4.80
1	1	1	200	4.80
1	8	8	40	4.79
1	2	2	56	4.79
1	1	1	216	4.79
1	10	10	136	4.79
1	10	10	120	4.79
1	2	2	232	4.78
1	10	10	56	4.78
1	10	10	200	4.78
1	6	6	216	4.77
1	4	4	136	4.77
1	4	4	120	4.77
1	1	1	232	4.77
1	1	1	152	4.77
1	10	10	40	4.77
1	6	6	40	4.76
1	4	4	216	4.76
1	1	1	136	4.76
1	10	10	152	4.76
1	8	8	120	4.75
1	6	6	120	4.75
1	10	10	168	4.75
1	8	8	184	4.74
1	8	8	152	4.74
1	8	8	136	4.74
1	2	2	168	4.74
1	2	2	136	4.74
